title,year,adrienne,anita,bob,chingti,david,gheorghe,gina,howard,jacqui,janice,joe,josee,kathy,kerrie,lisa,marty,mike,paola,serkalem,tim
27036123,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27050191,2016,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27061095,2016,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27117172,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27149122,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27185208,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27252175,2016,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27321945,2016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27416945,2016,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27419666,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27455046,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27476799,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27487454,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27587472,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27589061,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27616567,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27688237,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
